Name,Race,Backstory Modifier,Buckets,Review,Generatable,Description,Special Gear Sets,Basic Gearset Chance,Hair Style,Hair Color,Beard,Goatee,Moustache,Facial Hair Probability,Facial Hair Color,Hair Color Match Prob,Primary FN,Secondary FN,FN Ratio,Primary LN,Secondary LN,LN Ratio,Symmetrical Name Chance,Tattoo Probability,Tattoo Density,Tattoo Symmetry,Icon
Sith,"HighSpritopian,Nubian,Atacaman,Galactic,Elvish","He is a {ambitious,power-hungry,calculating,cunning,malevolent,relentless,domineering,manipulative,mysterious,vengeful,insidious,conflicted,brilliant,sadistic,dark,artful,twisted,unpredictable,fearful,fanatical,resolute,deceptive,intimidating,intelligent,supreme,destructive,masterful,obsessive,zealous,devoted} member of the Sith,{known for his mastery over Sith alchemy,with an uncanny ability to manipulate the Dark Side,who once single-handedly crushed a Jedi enclave,with a family legacy steeped in the Sith tradition,who can create Sith artifacts with deadly precision,known for his cruel and tactical leadership,who lost a part of himself to his insatiable lust for power,who has a profound understanding of forbidden techniques,whose venomous speeches have swayed many to the dark side,with a complex connection to a certain Sith holocron,who has masterminded countless massacres of the innocent,known for his impeccable lightsaber dueling skills,who was once a Jedi but fell to darkness,who has hunted down multiple Jedi masters,who was instrumental in overthrowing a key Republic system,with a talent for devising intricate traps for his enemies,who believes that chaos is the only true path to power,known for his mastery in psychological warfare,who has a gift for detecting and exploiting weaknesses,with a haunting connection to an ancient Sith Lord,who excels in the most arcane and forbidden Sith sorcery,who was once imprisoned and tortured by his own Sith brethren,who constantly seeks the next challenge to his dark prowess,known for his ability to survive and thrive in the bleakest of conditions,with an unexplained affinity for a particular Sith beast,who harbors a twisted affection for a Jedi he once knew,with a penchant for collecting trophies from fallen foes,who never goes anywhere without his inscribed Sith amulet}.",Star Wars,,checked,"The Sith are the whispered dread that lurks beneath the galactic twilight, a sinister order fueled by the raw and untamed currents of the dark side of the Force. Their power lies not merely in their fearsome mastery of dark arts, but in their unwavering ambition, their thirst for supremacy sculpting empires and obliterating stars. Embracing their mantra, ""Peace is a lie, there is only passion,"" the Sith are a testament to the cataclysmic allure of unchecked power, a storm of rage and ruthlessness that seeks to engulf the galaxy.",Sith,0%,"No Hair,Dark Stubble,Balding Buzz,Straight Tail,Straight Long,Straight Flat,Short Stubble,Buzz,Wavy,Medium Flat,Mohawk,Short Buzz,Short Dreads",Black,Beard Style 13,"Goatee 14,Goatee 5,Goatee 8,Goatee 7",Moustache 1,40%,Black,95%,Sith Titles,,100%,Sith Name,Random Noun Last,90%,0%,50%,Heavy,checked,Sith.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/i9OTILTzsIBlTiWjdbTKaw/CzImSSBcDX15y9BHmb50z5i074PnDMXB-GD9wSBGiZPOnU-nYzSCfD0bcCFNUYfdhuUu1wzF7HBKetEe5NsCG0QozSJ47d0eVKbcSRaeUipZ0zqjFcFGOHUS53-AG5i7XJ04UN5vh3kHRL7lD8mwAQ/iiJargSa9nKpXnIKLMMt0AHuau7K6u6h9a_ZuZjJHbo)
SLB Employees,Patel,"He is a {inquisitive,panic ridden,annoying,monotoned,way overly curious,stuck up,egotistical,,,,,,,} employee of Schlumberger Technology Corporation, {known for constantly frantically calling tech support,who loves pestering the company's mobile tech support, who has extensive phone issues on the daily, who would literally sell his soul for a company paid Apple watch,,,,,,,.}.",Work,,checked,"SLB Employees are a faction of Patellian humans whose calls for phone assistance to ICOMM are just as much cries for help as they are inquisitorial. If you ever find one in the wilderness, know that you are resigned to engage in 20 minutes of passive interrogation. The sequential pelting of questions with which you have little to no answer for simply adds to the allure of meeting one of these folk. Just ensure you have an eSIM at the ready, and SLB Employee will be happy for you to take their call.","Basic Shirt,Basic Longsleeve",50%,"No Hair,Short Stubble,Medium Stubble,Dark Stubble,Dark Recessed Stubble,Balding Stubble,Short Buzz,Buzz,Widow's Peak Buzz,Balding Buzz,Natural Waves,Natural Patches,Natural Part,Natural Fauxhawk,Natural Balding,Straight Short,Straight Flat,Straight Balding,Balding Flat,Short Flat,The Patch","Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde","None,Beard Style 7,Beard Style 8,Beard Style 11,Beard Style 12,Beard Style 10,Beard Style 6","None,Goatee 1,Goatee 2,Goatee 3,Goatee 4,Goatee 5,Goatee 6,Goatee 7,Goatee 10,Goatee 11,Goatee 12,Goatee 13,Goatee 14,Goatee 15,Goatee 16,Goatee 9,Goatee 8,Goatee 17,Goatee 18,Goatee 19,Goatee 20","None,Moustache 1,Moustache 2,Moustache 3,Moustache 7",33%,"Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde",95%,Indian First,,100%,Indian Last,Random Noun Last,90%,0%,5%,Light,,SLB Employees.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/_-UUw83hwpfCYk67dbxFTw/6cJIfoarjMU5-N4rxXvUuXN_Juvoh688-1wsP_a8JkOxC1FwDEg4XbpUxv0UP-zjfbphAHSSxtW2yCCyB5EC018ZNdGavEdWkVViJK4OEHRuj7QrECwMYn3RAA2gOe6Vilz2WNiPPOI4oFIHtvnGKg/y66aUIBuLeESNOkgygjLEUYw7YNqkkyJddEzjmKB2MY)
Sludgeservants,Galactic,"He is a {high ranking,,,,,,former} member of the alien Sludge family. The Sludge family is an intergalactic family of alien weirdos.",2K Royals,,checked,"The Sludgeservants are a faction of intergalactic aliens that are mysterious to all but themselves. Their appearance often gives off a ""wow, that thing is pretty fucking creepy"" vibe, and their voices are tonally warped in a way that only adds to the effect. Steer clear of these guys if you know what's good for you. 
",,100%,"No Hair,Short Dreads,Wavy,Medium Flat,The Patch,Shaggy,Mohawk","White,Red,Green,Yellow,Blue,Orange","Beard Style 9,Beard Style 11,Beard Style 13,Beard Style 10","Goatee 19,Goatee 2,Goatee 15,Goatee 17",None,33%,"White,Red,Green,Blue,Yellow,Orange",75%,Sludge Variant First,,100%,Sludge Variant Last,,100%,0%,25%,Light,checked,Sludgeservants.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/wDIRRlJLrStTDW0AzCVd7Q/UpZxnx5pFRHDlM2so__MGzyffFGstXn41AyQIZxlzF9ige0fnBX2b02tf41lvIE4ReEKpuRtWNEjizgmLVifCaEln_9FlFDDbPG922GdkR0IK1ZS-0kXmV4ncUC-sZ4X7lgY3EPWF8Pl_gqn6HyB-A/8ogR-3dOGNp8ybm0OuO5eARln15X-oZwa4QO4Q38f9s)
Social Justice Warriors,"Atacaman,Nubian,HighSpritopian,Bhutanese,Galactic,Patel","He is a {self-proclaimed,overzealous,keyboard-warrior,holier-than-thou,soapbox-standing,virtue-signaling,hashtag-obsessed,triggered,slacktivist,smug,misguided,fanatical,confrontational,uninformed,outrage-addicted,echo-chamber-dwelling,performative,offense-seeking} member of the Social Justice Warriors,{who once tweeted so hard he almost made a difference,with a penchant for canceling people before breakfast,known for his 72-part Twitter threads that no one reads,whose activism extends to sharing memes and changing profile pictures,with a collection of protest signs for every occasion,who can find oppression in a ham sandwich,known for mistaking social media likes for real-world impact,with a degree in Advanced Virtue Signaling from the University of Twitter,who writes angry blogs that his mom thinks are really important,who once fought for justice by unfriending a family member on Facebook,with a remarkable ability to turn any conversation into a lecture on social issues,whose idea of a debate is shouting louder,with a talent for spotting microaggressions in children's cartoons,known for throwing around buzzwords without knowing their meaning,who claims to be vegan but was spotted eating a cheeseburger,with a habit of jumping on the latest outrage bandwagon,who has a collection of participation trophies for online activism,known for his mastery of armchair philosophy,with a tendency to confuse self-righteousness with moral superiority,who often mistakes satire for serious discourse,with an extensive knowledge of logical fallacies, yet frequently commits them,who has a knack for turning allies into enemies with just one tweet,with a trail of blocked Twitter users longer than his list of accomplishments,whose favorite hobby is finding things to be offended about,who believes changing his profile picture is a revolutionary act,with a habit of calling people 'literally Hitler' at the drop of a hat}.",Society,,checked,"Social Justice Warriors, the self-appointed knights of the modern age, are never more than a hashtag away from a cause, their keyboards humming with the heat of outrage. They charge into the battlefield of discourse, armed with a formidable lexicon of buzzwords and an unshakable belief in their own moral superiority. While their passion is commendable, their zealous pursuit of righteousness often bypasses nuance, transforming complex issues into black-and-white battlegrounds and making them the Don Quixotes of social media activism.",,100%,"No Hair,Short Stubble,Medium Stubble,Buzz,Dark Stubble,Balding Buzz,Natural Waves,Natural Patches,Natural Part,Twisties,Straight Short,Straight Long,Messy,Straight Part,Straight Flat,Straight Tail,Spikey,Balding Flat,Curly,Mop,Mohawk,The Patch,Medium Flat,Shaggy,Short Flat,Straight Balding,Balding Stubble,Short Buzz,Widow's Peak Buzz,Natural Balding,Natural Fauxhawk,Dark Recessed Stubble,Wavy,Thick Cornrows,Thin Cornrows,Afro,Short Dreads,Medium Dreads,Tied Dreads,Dreads Tail,Mop Tail","Red,Green,Blue,Yellow,Orange","None,Beard Style 1,Beard Style 2,Beard Style 3,Beard Style 4,Beard Style 5,Beard Style 6,Beard Style 7,Beard Style 8,Beard Style 9,Beard Style 10,Beard Style 11,Beard Style 12,Beard Style 13","None,Goatee 1,Goatee 2,Goatee 3,Goatee 4,Goatee 5,Goatee 6,Goatee 7,Goatee 8,Goatee 9,Goatee 10,Goatee 11,Goatee 12,Goatee 13,Goatee 14,Goatee 15,Goatee 16,Goatee 17,Goatee 18,Goatee 19,Goatee 20","None,Moustache 1,Moustache 2,Moustache 3,Moustache 4,Moustache 5,Moustache 6,Moustache 7",50%,Black,75%,American First,"African-American First,Chinese First,Russian First,French First",50%,American Last,,100%,90%,75%,Light,,Social Justice Warriors.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/Xw4Ui-XmN229C_gaK61w1Q/TCQUkY763sLMvAlxnAJXg1NCTJWwUt1bTBuGvZPCuDlmIYygCigr7BRzyk84-G7qTu22YdUNrqsdHybbCBONIY6CeRApkcCntr7MuGRJLMOYZWG6M9WYDjAhkF0N7JBi__E9TbyKAY1XdgaeN4Xw5IAUTZBL7f2bbRknGBXob2E/1sZ4kdwjh24uzVk6Reo-Bq_d3jE6iDrW7uzEWPUyY-U)
Stormcloaks,HighSpritopian,"He is a {patriotic,defiant,fierce,determined,uncompromising,loyal,brave,freedom-loving,tenacious,headstrong,bold,ruthless,vengeful,bigoted,xenophobic,unforgiving,reckless,opportunistic,manipulative,deceitful} member of the Stormcloaks,{known for his skill in wielding a great axe,with a personal vendetta against the Thalmor,who once single-handedly captured a key Imperial fort,with family members who have been persecuted for their beliefs,who can navigate the harshest terrains of Skyrim,known for his leadership in many successful skirmishes,who lost a family member to Imperial injustice,who has a deep understanding of Nordic history and traditions,whose rousing speeches have rallied many to the cause,with a close bond to a particular war-hound,who has led several crucial ambushes against Imperial patrols,known for his mastery of frost spells,who is a former Imperial soldier turned Stormcloak,who has faced off against Thalmor agents,who was instrumental in seizing the Jagged Crown,with a knack for laying deadly traps for his enemies,who has defied orders for what he believes is right,known for his skill in guerrilla warfare,who harbors a dark secret about his past,with a connection to a certain Daedric Prince,who is known to steal from the very people he vows to protect,who once betrayed a close friend for personal gain,with a thirst for power that exceeds his loyalty to the cause,who enjoys the thrill of battle a little too much,with a suspiciously warm relationship with a Thalmor agent,who is prone to violent outbursts against those he considers traitors,who always carries a token from a foe he vanquished in a dishonorable way}.",Games,,checked,"The Stormcloaks are a roaring tempest of raw, undiluted defiance, a living testament to the untamed spirit of Skyrim's frigid North. Their war cries echo through the mountains, a promise of rebellion and freedom that chills the blood of oppressors. Adorned in fur and ice, they are the stubborn heart of Skyrim, a band of fierce warriors, willing to face death before dishonor in their fight for sovereignty.",,100%,"Straight Long,Mohawk,Dreads Tail,Messy,Mop,Tied Dreads,Wavy,Shaggy","Light Brown,Dark Blonde","Beard Style 9,Beard Style 12,Beard Style 10,Beard Style 2","Goatee 10,Goatee 12","Moustache 3,Moustache 6,Moustache 2",80%,Black,95%,Stormcloak First,Viking First,50%,Stormcloak Last,,100%,0%,66%,Medium,checked,Stormcloaks.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/dsplNfYptdcOvz3DsnM2Iw/ftsF-wLgMd3FM334nvMJ254CV9BMUllmQAkW9lKgaUvlteXzbL4Wrc6rzOxx0v0Q1wgh9nskdowgs-wuRvzF8evopWtzyktcCW8zT4vRY1PA8f795zyKxDoR41wvqwZTp0iTxNUkmkogVEzKHpaXFg/uVMCI2sPjCVfFk3gvNvyxTz-_nAD9fveesltZfSDqfg)
Thalmor,Elvish,"He is a {arrogant,ambitious,manipulative,calculating,devoted,sly,dogmatic,ruthless,loyal,astute,commanding,imperious,observant,diplomatic,haughty,resourceful,meticulous,shrewd,cunning,tactical,imposing,contemptuous,authoritative,determined,wise,adaptable,intelligent,resolute,scheming,eloquent} member of the Thalmor,{known for his exceptional skills in the arcane arts,with a reputation for hunting down Talos worshippers,who once brokered a critical alliance with a powerful Jarl,with a family history tied to the Aldmeri Dominion,who can unravel any political intrigue,known for his cold efficiency in rooting out dissidents,who lost a friend to the Nords' resistance,who has a deep knowledge of ancient Elven lore,whose oratory has swayed entire cities,with a close connection to a particular Daedric Prince,who has orchestrated several assassinations of key political figures,known for his remarkable dueling prowess,who was once a spy within the Empire,who played a crucial role in enforcing the White-Gold Concordat,with a talent for manipulating political factions,who has an insatiable thirst for power and control,known for his mastery of Illusion magic,who can infiltrate any gathering undetected,with a fascination for the Dwemer's lost technology,who is an expert at navigating High Elven politics,who was once defeated but escaped capture,who often leads the most critical diplomatic missions,known for his remarkable skill in torturous interrogations,with a genuine belief in the superiority of Mer,who has a surprising understanding of human nature,with a penchant for exquisite and ancient artifacts,who always carries a Thalmor insignia with pride}.",Games,,checked,"The Thalmor, parading around with an air of pompous arrogance, rule with an iron fist wrapped in a silk glove of deception. Proclaiming themselves the saviors of their race, they trample on freedom, concealing their tyranny beneath a veneer of divine mission. These self-aggrandizing zealots of Elven supremacy are but wolves in golden robes, blind to the corrosive nature of their ambition and the animosity they sow in their wake.","Sith,Shirt Pro Max,Shirt Pro Elbow,Shirt Pro Elbow and Wrist",25%,"Dark Stubble,Short Buzz,Buzz,Straight Short,Straight Flat,Balding Flat,Curly,No Hair,Short Stubble,Natural Waves,Wavy,Straight Tail","White,Medium Blonde,Light Blonde,Dark Brown,Dark Blonde",Beard Style 13,,,100%,Black,95%,Justiciar Only,First Emissary Only,90%,Thalmor Name,Skyrim First,90%,0%,0%,Light,,Thalmor.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/6C_6bCdueA5heUmasvuWAg/73tJRaaqZPZGcVs5tpptbFqQq4_hCFpEduS3ZBuvX98tLIxiilfer_QrfO1yr6x9wxcZC-FNINSasXQPjml95KE5todhYeMUgOgFlIVEq68P3eDx3VhcDND-kkqmu6r_W3B1wVtLUzCWNsbd2s7IkQ/XbeRwMcePKFIU-pr0IinYivkOX75BS6QxUDSjx24F0Y)
The Empire,HighSpritopian,"He is a {disciplined,ambitious,authoritative,ruthless,calculating,loyal,efficient,cruel,obsessive,meticulous,fearful,unyielding,stoic,imposing,callous,unrelenting,cunning,strategic,imperialistic,determined,oppressive,logical,domineering,commanding,merciless,manipulative,tenacious,rigid,heartless,sly} member of the Empire from Star Wars,{known for his exceptional TIE Fighter piloting skills,with a track record of suppressing rebel activity,who was instrumental in the destruction of a key rebel base,with connections to the Imperial Royal Guard,who designed advanced weaponry for the Imperial fleet,known for his cold-blooded tactics in battle,who was once a close ally of a Jedi before turning,who has a gift for interrogating rebel prisoners,whose strategies have quashed numerous insurrections,with a close association with a notorious Sith Lord,who has ruthlessly pursued fugitives across the galaxy,known for his precise marksmanship,who was once a hero but has been seduced by the dark side,who has played a key role in Imperial propaganda,with a skill for navigating the complex politics of the Empire,who harbors a secret sympathy for the Rebellion,known for his relentless pursuit of personal power,who has a reputation for betraying allies to further his own interests,known for his mastery in psychological warfare,who secretly doubts the Emperor's vision,with a close connection to a feared Inquisitor,who is a master at espionage and counterintelligence,who survived a betrayal from within the Empire,who has been personally commended by Darth Vader,with a dark secret that could shatter his reputation,who clings to the old ways of the Sith,with a strict adherence to the Imperial code,who has crushed whole worlds in the pursuit of order,who always carries the emblem of the Emperor as a symbol of faith}.",Star Wars,,checked,"The Galactic Empire, an unrelenting monolith of power and control, looms over the galaxy with an iron fist encased in an obsidian glove. Its innumerable fleets of star destroyers, legions of Stormtroopers, and dark force wielders serve as an omnipresent reminder of its indomitable will and the inescapable reach of its long, dark shadow. Unfaltering in their ruthless quest for order and dominion, they are a force to be reckoned with, a relentless titan of terrifying might and cold, calculating precision.",,100%,"No Hair,Dark Stubble,Medium Stubble,Buzz,Dark Recessed Stubble,Natural Waves,Straight Part,Spikey","Black,Dark Brown","Beard Style 9,Beard Style 12,Beard Style 7,Beard Style 11,Beard Style 13","Goatee 17,Goatee 9,Goatee 7,Goatee 5","Moustache 6,Moustache 2,Moustache 4,Moustache 3",50%,Black,100%,Star Wars First,,100%,Star Wars Last,,100%,0%,0%,Light,,The Empire.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/55MPF7sX921vC7Fo2rwKqw/-u4YWztGl4m3Baw5xJ83WPGpBX01tmKBNq9E216GjOZH_Iy2hBeLZxnEVXr3KaA5B8PH4_E-PPsyKTqm3X0EoIeLFFLZc3FIwtn57Fn2ifkzN1zhxv5Z3_t2-O_42GNyGe5fLxBROuqKZN2bd7IKWA/fefAtSucH6IOsl-OgXi4G4iFJs259I8AcK_eXOCRUi8)
The Fatherhood,Atacaman,"He is a {high ranking,,,,,,former} member of the Fatherhood, an council of large, religious, Atacaman priests. {,,,,He is known for helping in the fight against the oppressive Spritopian government.,His teachings and morals were corrupted.,He never truly believed in the Fatherhood teachings.}",2K Royals,,checked,"The Fatherhood is a faction of Atacaman priests who originated the First Spritopian Rebellion. Secretive, cunning, and intelligent, the Fatherhood sparked a resistance which fought off the largest empire in human history -- leaving room for an independent Atacaman state in the western hemisphere. These priests hold no first names, and are only addressed by their given religious title. It would be an honor to have your presence graced by a Father of Atacama. ",,100%,"No Hair,Short Stubble,Medium Stubble,Buzz,Dark Stubble,Balding Buzz,Natural Waves,Natural Patches,Natural Part,Twisties,Straight Short,Straight Long,Messy,Straight Part,Straight Flat,Straight Tail,Spikey,Balding Flat,Curly,Mop,Mohawk,The Patch,Medium Flat,Shaggy,Short Flat,Straight Balding,Balding Stubble,Short Buzz,Widow's Peak Buzz,Natural Balding,Natural Fauxhawk,Dark Recessed Stubble,Wavy","Black,Dark Brown,Gray",None,"Goatee 6,Goatee 13,Goatee 19,Goatee 15,Goatee 16,Goatee 18,Goatee 4,Goatee 5,Goatee 20","Moustache 1,Moustache 5,Moustache 7,Moustache 2",50%,"Black,White",100%,Father Only,,100%,Atacaman Last,Random Noun Last,95%,0%,33%,Medium,checked,The Fatherhood.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/3pcNmYqob0FJSC7rvCMREw/nUl3Tia7OYGjeOfbxg8elxAcCKWPKIFrVuFcptbtlU_sdhfqwsuMD7a6jqduy-jf1N4ZhitIDMIUn1Ofn-G-UdRqkAdH_MRmzApK3HluNgHMWw0V60wEQeQ__bcdj-w5JADGO6B9XZwIiXS0ivuXng/2uJxLsSijR-aw7QUgKMFC29MVvqmtseKWzDcFzm_UfE)
Thieves Guild,"Atacaman,Nubian,HighSpritopian,Bhutanese,Galactic,Patel,Elvish","He is a {cunning,stealthy,deceptive,quick-fingered,greedy,calculating,resourceful,ambitious,opportunistic,patient,mysterious,adroit,loyal to the guild,unscrupulous,shifty,artful,meticulous,sly,untrustworthy,observant,treacherous,daring,guileful,exploitative,ingenious,manipulative,responsive to gold,unpredictable,clever,deft} member of the Thieves Guild,{known for his nimble lockpicking skills,with an uncanny ability to disarm traps,who once robbed the Jarl's treasury unnoticed,with a family history tied to crime,who can appraise any jewel at a glance,known for his talent in forging documents,who lost everything due to a betrayal within the guild,who has mastered the art of disguise,whose smooth talking can win over any guard,with close connections to the Black Market,who has orchestrated countless successful heists,known for his exceptional acrobatics,who is a former merchant turned thief,who has made powerful enemies in rival guilds,who was vital in acquiring a legendary artifact,with a penchant for robbing only the corrupt,who has a reputation for taking unnecessary risks,known for his skills in shadow magic,who knows the secret passages of every city,with a close partnership with a local fence,who is adept at navigating the criminal underworld,who was once caught and escaped the city's dungeon,who only steals from those more fortunate,known for his survival instincts in tight spots,with a deep-seated distrust for the city guard,who has a hidden alliance with a noble,with a fondness for collecting rare books,who never steals from the poor,known for his code of honor among thieves}.",Games,,checked,"The Thieves Guild, a formidable consortium of shadow-walkers, moves like a silent gust of wind through the dimly lit alleyways of the city. Masters of stealth and trickery, they can make the most guarded treasures vanish, leaving behind nothing but the echo of a whisper. They are the unseen, the untraceable, a clandestine network that dances on the razor's edge between law and lawlessness, always one step ahead of those who dare to chase them.","Shirt Pro Left Max,Shirt Pro Right Max,Shirt Pro Max,Longsleeve Pro Left Max,Longsleeve Pro Right Max,Longsleeve Pro Max",0%,"No Hair,Short Stubble,Medium Stubble,Buzz,Dark Stubble,Balding Buzz,Natural Waves,Natural Patches,Natural Part,Twisties,Straight Short,Straight Long,Messy,Straight Part,Straight Flat,Straight Tail,Spikey,Balding Flat,Curly,Mop,Mohawk,The Patch,Medium Flat,Shaggy,Short Flat,Straight Balding,Balding Stubble,Short Buzz,Widow's Peak Buzz,Natural Balding,Natural Fauxhawk,Dark Recessed Stubble,Wavy,Thick Cornrows,Short Dreads,Tied Dreads,Medium Dreads,Thin Cornrows,Mop Tail,Dreads Tail,Afro","Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde","None,Beard Style 1,Beard Style 2,Beard Style 3,Beard Style 4,Beard Style 5,Beard Style 6,Beard Style 7,Beard Style 8,Beard Style 9,Beard Style 10,Beard Style 11,Beard Style 12,Beard Style 13","None,Goatee 2,Goatee 1,Goatee 3,Goatee 4,Goatee 5,Goatee 6,Goatee 7,Goatee 8,Goatee 9,Goatee 10,Goatee 11,Goatee 12,Goatee 13,Goatee 14,Goatee 15,Goatee 16,Goatee 17,Goatee 18,Goatee 19,Goatee 20","Moustache 7,Moustache 2,Moustache 3,None,Moustache 4,Moustache 1,Moustache 5,Moustache 6",50%,"Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde",95%,"Member Only,Thief Only,Footpad Only,Operative Only,Bandit Only,Prowler Only,Shadowfoot Only,Master Thief Only,Guild Master Only,Trainer Only",,100%,Skyrim First,,100%,0%,33%,Medium,checked,Thieves Guild.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/z0MBTogRfXU9_6kDAuFEpQ/d9uyFQnt1tSeqb7drLAjTt0fBbyII5ffw4WcYcwt8cWDLIpPWJ7pIAyWeHR7Hgbb4WLqiDpN1N-GaWpUotTFxnj1MUKq6-bkhRBcGCk7tfgwZcZwzNBzSyocKobRY3D20gS_diThNgw1S--AMXiSzg/ulwWf3ANxNT9wWB5YI2oJQ1AUUr6kw34dEGtNn6rMHs)
Time Lords,"HighSpritopian,Atacaman,Nubian,Bhutanese,Patel","He is a {wise,curious,compassionate,insightful,mysterious,ancient,adaptive,ingenious,methodical,dauntless,sagacious,perceptive,charming,calculative,resilient,observant,intrepid,unyielding,enigmatic,timeless,scheming,manipulative,domineering,vengeful,disdainful,ambitious,calculating,cruel,machiavellian,deceptive,treacherous,conniving,obsessed,volatile,dogmatic,imperious} Time Lord,{known for his exceptional TARDIS piloting skills,with a collection of rare artifacts from across the universe,who once prevented a paradox that threatened time itself,with a family history entwined with Gallifrey's elite,who has mastered the art of the sonic screwdriver,recognized for his role in the Time War,who lost a companion to the Daleks' ruthlessness,who has an extensive knowledge of ancient civilizations,whose eloquent speeches have influenced entire worlds,with a peculiar attachment to Earth,who played a key role in Gallifreyan politics,known for his encounters with the Weeping Angels,who has seen the birth and end of stars,who once held the Matrix of Gallifrey,with a talent for reversing alien invasions,known for challenging the fixed points in time,with a penchant for wearing peculiar outfits,who once meddled with the Cybermen's plans,with a deep connection to a lost Time Lady,who has stood against the Master's schemes,who has ventured into the uncharted voids of time,known for his confrontations with the Silence,with a hidden alliance with a rogue Dalek faction,who always carries a Gallifreyan locket as a keepsake,with a history of defying the Time Lord Council,with a dark secret from the Last Great Time War,who was once imprisoned for challenging Gallifrey's conventions,known for his unpredictable and often controversial decisions}.",Shows,,checked,"Time Lords, the omnipotent beings of Gallifrey, command time with unrivaled mastery. Navigating temporal dimensions with their TARDISes, they defy linearity, allowing past, present, and future to merge into one. They rebuff death through regenerations, preserving their keen intellect across lifetimes. Time Lords are the universe's timeless custodians, observing its infinite chaos and splendor.","Shirt Pro Elbow and Wrist,Longsleeve Pro Max,Shirt Pro Max,Basic Longsleeve",0%,"No Hair,Short Stubble,Medium Stubble,Buzz,Dark Stubble,Balding Buzz,Natural Waves,Natural Patches,Natural Part,Twisties,Straight Short,Straight Long,Messy,Straight Part,Straight Flat,Straight Tail,Spikey,Balding Flat,Curly,Mop,Mohawk,The Patch,Medium Flat,Shaggy,Short Flat,Straight Balding,Balding Stubble,Short Buzz,Widow's Peak Buzz,Natural Balding,Natural Fauxhawk,Dark Recessed Stubble,Wavy","Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde","Beard Style 13,Beard Style 6",,,50%,Black,100%,Time Lord Only,,100%,Gallifreyan Name,,100%,0%,0%,Light,,Time Lords.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/1uzepIBlX-pBmokhV4BYwg/ElWr_Pf7nIwIy2kNVkYAvQARA5NYPRzXH-YTbeiRPKs2N354J3XxhTCfDZ0d0jzA7v7NNj7SvUqerdxL6i812koUzGxV6RsIQQ0HXdtCAU4tP0oeQrB_FBB12JFLjd7fbb40wAXWSuGmmO6yu4m4jA/ZhPdA3wER-b7gcrfqnnOc3_Te7RVvOiOikZFZ2Q70vM)
