Name,Race,Backstory Modifier,Buckets,Review,Generatable,Description,Special Gear Sets,Basic Gearset Chance,Hair Style,Hair Color,Beard,Goatee,Moustache,Facial Hair Probability,Facial Hair Color,Hair Color Match Prob,Primary FN,Secondary FN,FN Ratio,Primary LN,Secondary LN,LN Ratio,Symmetrical Name Chance,Tattoo Probability,Tattoo Density,Tattoo Symmetry,Icon
Hobos,"HighSpritopian,Atacaman,Nubian,Bhutanese,Galactic","He is a {resourceful,adventurous,stealthy,witty,ingenious,hardened,sly,unpredictable,charming,quick-witted,gritty,clever,evil:6,tenacious,elusive,crafty,perceptive,resilient,street-smart,light-fingered,unconventional,roguish,sharp-eyed,daring,plucky,impish,mischievous,spirited,audacious,bold,cheeky} hobo,{with a knack for finding the most comfortable spots in unlikely places,who knows the city's underground like the back of his hand,with a talent for crafting useful items from scraps,known for his harmonica tunes that can lighten any heart,who can tell a story that captivates any audience,with an uncanny ability to remain unseen when desired,who always knows where to find a free meal,with a gift for bartering anything for something better,who never forgets a face or a favor,with a hidden stash of treasures collected from his travels,known for outwitting city guards during curfews,who has a secret network of fellow hobos across cities,with a map of secret passages in the urban jungle,who can mimic any voice after hearing it just once,known for leaving mysterious symbols that guide to safe havens,with a penchant for sneaking into high-class events unnoticed,who possesses a detailed knowledge of train schedules and routes,with a legendary reputation for evading capture by law enforcement,known for his daring escapades atop moving trains,who has a loyal stray dog as his constant companion,with a taste for the finer things in life, stolen right from under the noses of the elite,who uses his charm to escape tricky situations,with a collection of keys to various unclaimed locks around the city,known for his elaborate pranks on the town's wealthy,who has a heart of gold but a knack for making trouble,with an uncanny luck in gambling, using tricks only he knows,who always has a clever disguise up his sleeve,with a mysterious past that no one can quite figure out}.",Society,checked,checked,"Hobos, the intrepid wanderers of the railroads, embody the raw essence of freedom, traversing the vast, untamed landscapes of America with nothing but their wits and the gritty determination etched into their weathered faces. They are the unsung poets of the tracks, spinning tales of adventure and survival with every mile conquered, their spirits unchained by societal bounds. In their rugged, transient lifestyle lies a fierce independence, a testament to their relentless pursuit of life beyond the fringes of conformity.",Barebones,10%,"Widow's Peak Buzz,The Patch,No Hair,Balding Stubble,Short Buzz,Balding Buzz,Messy,Curly,Natural Fauxhawk,Balding Flat,Natural Patches,Medium Flat,Short Flat,Buzz,Mop,Wavy,Shaggy,Mohawk","Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde","Beard Style 1,Beard Style 2,Beard Style 3,Beard Style 9,Beard Style 12,Beard Style 10,Beard Style 11,Beard Style 8","Goatee 1,Goatee 10,Goatee 7,Goatee 8,Goatee 14,Goatee 18,Goatee 9","Moustache 4,Moustache 3,Moustache 2",98%,Black,70%,American First,"Hispanic First,African-American First,Roman First,English First",80%,American Last,"Hispanic Last,African-American Last,Roman Last,English Last",80%,90%,33%,Medium,,Hobos.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/zlAhG-ORnF_fP6DFowFKCw/47RpfAULMlVpYccnmqx6yp4GgGzEu5feKbeHhhWlfJcreagFABwu49IyxqwKi4XZfWbuGJ0dr72k2ZPJdLyIPt4QQyR8-v0hzFM0sC84Q_gi0JgcQzQJE5HiSbGxh01qjm8U4o48ePyDIRFgnoTlLQ/Z5c8ed9Aub_DPGosm2mdCb-vOZr_wdhznNh3svJTiKo)
Hollywoodians,,,Society,checked,,"Hollywoodians often chase the glittering allure of fame and fortune, navigating a world where appearances can be deceiving and the spotlight never dims. Amidst the glamour, competition is fierce, with each striving to outshine the other on cinema's ever-evolving stage. Yet, beneath the veneer of success lies a relentless pursuit of artistic expression and personal identity in an industry that never sleeps.",,,,,,,,,,,,,,,,,,,,,Hollywoodians.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/YFgGohLzch-wpeAEgVDcHQ/H0s0MZq-zdw7-d6g71CEnM0xf8s1jVXFvNOZ8GWoFbCqBd8vpXqbbOQIDp7z0FoKRV0ev-XmJWTI-HJTlLWRYlILu09O2EjuGKeWAQKPhUq9t8RNDHxEADW286-BgTmBRtDS81BTwhBkrl3wpTFf_A/1ANaaU64mVHKepLYI2lFaWX09FvUgjJUscSKDSL0XZg)
Inanimate Objects,,,Work,checked,,"Inanimate objects carry the silent witness of time, holding within their forms the invisible imprints of countless interactions, each adding a layer to their silent stories. They serve as the unsung anchors of our daily lives, offering both utility and beauty, often overlooked yet indispensable in their quiet constancy. Through their existence, they weave a tapestry of the mundane and the extraordinary, connecting the threads of human experiences across the ages.",,,,,,,,,,,,,,,,,,,,,Inanimate Objects.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/hZcvhmj31EjkzxCLOVJH4w/ws7L71xzS8lK47ptzb6OT9Ot-3SoyIbyquHRMlPU5Lb5j6MMxxtEq_TKazFktFf0QMF9r738M_OBtYJMnjdKPGg4V87xEgzw_1_m9lax8ap54YCYXnK4_JiFWhBmE69vUQb7jRoI6bz7CIU6Y2nvCg/2mJo0o1wza-1cTBvdfdjTqOqklQ-AmL0epZydqk_vW0)
Local Businessmen,"HighSpritopian,Atacaman,Nubian,Patel,Bhutanese","He is a {shrewd,innovative,entrepreneurial,ambitious,visionary,meticulous,hardworking,ethical,charitable,community-minded,persuasive,adaptable,respected,trustworthy,generous,resourceful,astute,cultured,sophisticated,pragmatic,discreet,diplomatic,patient,calculating,ruthless,greedy,corrupt,manipulative,coercive,exploitative,unscrupulous,deceptive,conniving,avaricious,cutthroat,machiavellian,opportunistic,underhanded,secretive} local businessman,{who has revitalized a struggling neighborhood with his ventures,with a keen sense for emerging market trends,known for his philanthropic efforts to improve local education,who champions sustainable practices in his businesses,with a deep commitment to fair trade and ethical sourcing,renowned for his mentorship of young entrepreneurs,who has built a network of successful community-based businesses,with a reputation for resolving conflicts through diplomacy,who frequently donates to local charities and causes,known for hosting events that bring the community together,who has been recognized with numerous awards for his business acumen,with a passion for preserving local culture and heritage,who has established a scholarship fund for underprivileged youth,known for his transparent business practices and integrity,who always goes above and beyond for his employees' welfare,with a knack for turning failing businesses into profitable ventures,who has a secret alliance with a notorious criminal organization,known for his involvement in illegal trade to boost profits,who uses his businesses as fronts for money laundering activities,with a history of ruthless tactics against competitors,who bribes local officials to sidestep regulations,known for exploiting workers to maximize profit margins,with a talent for skimming off the top of his enterprises,who has been implicated in several scandals but always evades conviction,known for his involvement in the underground gambling scene,who maintains a façade of respectability to mask his illicit activities,with ties to corrupt politicians, using them to his advantage,who has been known to threaten those who stand in his way,known for undercutting suppliers to increase his own margins,with a network of spies in rival businesses,who uses blackmail to get what he wants from local authorities,known for his lavish lifestyle funded by dubious means,who has a reputation for making people who cross him disappear}.",Society,checked,checked,"Local businessmen are the backbone of the community, often owning and operating small businesses that cater to the specific needs and tastes of the neighborhood. They bring a personal touch to their services, knowing many of their customers by name and contributing to the local economy in a very direct way. Through their entrepreneurial spirit, they not only provide unique products and services but also foster a sense of community and belonging among residents.",Suit,20%,"Dark Stubble,Dark Recessed Stubble,Short Buzz,Buzz,Widow's Peak Buzz,Natural Fauxhawk,Afro,Straight Short,Straight Part,Spikey,Straight Flat,Balding Flat,Curly,No Hair","Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde","Beard Style 13,Beard Style 8,Beard Style 9,Beard Style 12",,"Moustache 4,Moustache 3",60%,Black,100%,American First,"Hispanic First,African-American First,Roman First,English First",80%,American Last,"Hispanic Last,African-American Last,Roman Last,English Last,Random Noun Last",80%,80%,5%,Heavy,,Local Businessmen.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/Gttmmq-QH8axhijWbd2qcQ/xCQloqeW5nbrbxFr3s-GPf-P9B2_0TsmkCmqTRYxRW5O_YCzRGGDq2MTDU9NjTrPGjCc0OWuvoMV2OeXKssikP1AOX-cEiSDmm2xuenvuLADqddhXC7MYfPrbIc64lbUcMtpntt8PakiSTAMnAvr6A/hQ79NEzn0wXpvK2HdhsYxIZtl_Z7DCCrNY1P3KTcob8)
Mafia,HighSpritopian,"He is a {ruthless,calculating,cold-blooded,loyal,charismatic,street-smart,savvy,discreet,ambitious,unforgiving,resourceful,authoritative,protective,traditional,shrewd,diplomatic,feared,respected,adaptable,meticulous,vengeful,perceptive,dedicated,manipulative,charitable,subtle,effective,innovative,patient,tenacious} member of the Mafia,{known for his control over the city's gambling rackets,with a notorious reputation for enforcing debts,who has a secret network of informants in law enforcement,with a soft spot for helping out local businesses in need,who never forgets a favor or a slight,with a talent for laundering money through legitimate enterprises,known for his brutal methods of dealing with traitors,who maintains the peace between rival families through diplomacy,with a collection of classic cars obtained from questionable deals,who has survived numerous attempts on his life,known for organizing elaborate heists with surgical precision,who runs a tight ship in the drug trade,with a history of philanthropy in his neighborhood under a pseudonym,who has an uncanny ability to disappear when the heat is on,known for his lavish parties that are actually fronts for secret meetings,who has a network of safe houses across the country,with a knack for negotiating truces when beneficial,known for his involvement in high-profile political corruption,who uses a chain of diners to conduct his business discreetly,with a notorious temper that's offset by his unexpected acts of generosity,who has a hand in the city's construction projects, ensuring a cut of every building erected,known for his strategic eliminations of rivals, who has a legacy of loyalty within his family,with a mastery over the art of smuggling goods across borders,who carries an heirloom blade as a symbol of his authority,known for his role in rigging major sporting events,who often acts as the judge and jury within his community,ensuring his code is followed strictly}.",Society,checked,checked,"The Mafia, an enigmatic syndicate shrouded in secrecy and bound by a code of silence, wields its power through a blend of fear, loyalty, and ruthless enforcement. Operating in the shadows, its influence extends beyond mere criminal activities, infiltrating legitimate businesses and political circles with an iron grip that commands respect and obedience. Cloaked in an aura of danger and mystique, the Mafia's legacy is a testament to its enduring dominion over the darker facets of society.",Suit,33%,"Dark Stubble,Dark Recessed Stubble,Short Buzz,Buzz,Widow's Peak Buzz,Natural Fauxhawk,Afro,Straight Short,Straight Part,Spikey,Straight Flat,Balding Flat,Curly,Medium Stubble","Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde","Beard Style 13,Beard Style 8,Beard Style 9,Beard Style 12",,"Moustache 4,Moustache 3",40%,Black,100%,American First,,100%,Italian Last,,100%,0%,0%,Light,,Mafia.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/mmCPH2hY496e6wjLcwcJUQ/Oou1WJdc-Z8h5VM4Ze6ir5xB_7GY5dRHNg7tEAwaWEI_RwjzIIpiyX2NU4Vz0rKeKpWZ0bf18vAGV4nhz21jxvezMkU8GJ4GsTLcWZ34o5Xjijt3yGy7Or3U0b_d4hEX0XReo4a59vvYI67Rj6tGDg/KKsXETk9IODi7T6FFhIXZSWObviIXkxYoR_uORpqewI)
Mythological Beings,,,Dynastic,checked,,"Mythological beings are enigmatic entities woven from the threads of ancient tales and folklore, embodying the fears, hopes, and dreams of civilizations long vanished. They traverse realms beyond human comprehension, wielding powers that shape the cosmos and dance on the edge of reality and legend. These timeless figures stand as guardians of hidden truths and forgotten wisdom, beckoning those brave enough to explore the mysteries of the old world and beyond.",,,,,,,,,,,,,,,,,,,,,Mythological Beings.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/-8r1zSLGg92B8QOV7N55jQ/jHcYvWc5gAjrSPfNyCI-ZNWyMp1Y-OLTUFiCM3EpasHsF2VWYQhuUZGBkanaJ8RED96kQzqLgmValuhGZST5xYZ5biHw_2j_D1z9UGl2vgXMZzJ7FWNcnzrEPOout2l_SiuUUspolqMRXk7Ibe5GgUnD6UQEU0AvGB1qCAFlp5Q/iMD9Vh4T6W5X0CmTwv5I7FpV2lIFzcr1JIr5vVp_GA0)
Oswegonians,,,Society,checked,,"In Oswego and at Oswego High School, the students often navigate the academic and social mazes with a blend of audacity and recklessness, their bold choices sometimes crossing the line from daring to downright foolish. The teachers, tasked with molding these young minds, occasionally seem to wage their own battles, their rigorous standards and stern demeanor clashing with the spirited nature of their charges. This dynamic sets the stage for a relentless tug-of-war, where educational aspirations and youthful defiance collide with the intensity of a storm.",,,,,,,,,,,,,,,,,,,,,Oswegonians.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/SWPCjY3uPdCWqnlBlQ7Pug/B2xvb9_4xCg-WW2EdqoEUOnolyA3V7S8COQP4n8Xu2AlfWD7GjElOmCqpfwpFvFymvr40RTry8uHXbY66KEzQLv7uiesXG7Uz5CPXKIdHXd4qLEhI37l37y9ErFsbacc-uwx7YubzsJLFOHWF35zNA/2osflwBnuMcOzW8-1iJyjKZtY82RcLc0vxnHrdoqyPw)
Outlaws,"HighSpritopian,Nubian,Atacaman","He is a {ruthless, cunning, sharpshooter, fearless, notorious, charismatic, elusive, treacherous, quick-witted, daring, loyal, strategic, cold-blooded, resourceful, relentless, silver-tongued, tenacious, unpredictable, bold, crafty, sly, skilled horseman, master of disguise, expert gambler, survivalist, unyielding, defiant, vengeful, charismatic, persuasive, opportunistic} member of the Outlaws,{known for his legendary dueling skills,with a reputation for robbing banks with unmatched precision,who once led a daring train heist under broad daylight,with a bounty on his head that's talked about across states,who can outdrink anyone in a saloon,known for his close calls with the law and always escaping,who lost a brother to a rival gang's ambush,who can track anyone across the desert without a trace,whose tales of escapades are sung in folk songs,with a notorious rivalry with a certain lawman,who has outsmarted bounty hunters on numerous occasions,known for his unmatched poker face and winning high stakes games,who once was a lawman before turning to a life of crime,who has a secret stash of treasure no one has been able to find,with a knack for explosives used in spectacular jailbreaks,who never leaves a man behind, known for his loyalty to his gang,with a soft spot for the downtrodden and often shares his loot,known for his code of honor among thieves,who has a way with words that can start or end a fight in seconds,with a mysterious past that no one seems to unravel,who carries an infamous custom-made revolver,with a heart hardened by the harsh realities of the frontier,who secretly donates to orphanages with his ill-gotten gains,known for his quick temper and quicker draw,with a love for high-stakes horse races,who has a peculiar friendship with a Native American tribe,with a notorious love affair that ended in tragedy,who always wears a distinctive hat that's become his trademark}.",Games,checked,checked,"In the untamed heart of the Wild West, a band of outlaws rides, their shadows stretching long under the blistering sun, infamous for their daring heists and unmatched gunplay. Cloaked in dust and defiance, they weave tales of rebellion and freedom, their names whispered in both fear and awe in every saloon and sheriff's office. With each sunset, their legend grows, a testament to their unyielding spirit and the wild, boundless lands they roam.",,100%,"No Hair,Medium Stubble,Dark Stubble,Short Stubble,Dark Recessed Stubble,Balding Stubble,Short Buzz,Buzz,Widow's Peak Buzz,Balding Buzz,Natural Waves,Messy,Twisties,Straight Short,Straight Long,Straight Flat,Straight Part,Wavy,Shaggy,Spikey,Straight Tail,Balding Flat,Medium Flat,Short Flat,Straight Balding","Black,Dark Brown,Medium Brown,Light Brown,Orange","Beard Style 1,Beard Style 2,Beard Style 3,Beard Style 9,Beard Style 12,Beard Style 10,Beard Style 11,Beard Style 8","Goatee 1,Goatee 10,Goatee 7,Goatee 8,Goatee 14,Goatee 18,Goatee 9","Moustache 4,Moustache 3,Moustache 2",70%,"Black,Dark Brown,Medium Brown,Light Brown,Orange",100%,American First,"French First,German First,Hispanic First",75%,American Last,"French Last,German Last,Hispanic Last",75%,80%,5%,Medium,checked,Outlaws.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/4ZJQX0LBgOu1nDg_vw_41g/4PdYDS-u0WGE-aiwjc07Z31cDUTYg1YBPOW3qkRY7Mnlt6fdHOjhGPicMjjXLVNF58yLCfE0IDZjFAl4NEqpb7PiZo1lQDEqC-GKYYBnMKn25gjg9pUPB7UJ7nm8VypU25nSqMBEDowdPvoE513Xpg/YzqHfVUMtU1XX8cjRKU1xuElm0eSNxfk-6xxj0xgnRg)
Premier Talent,,,Custom,checked,,"In the vibrant land of Spritopia, the Premier League's basketball players are not mere athletes but celestial figures, gliding across courts made from luminescent Spritopian stone, their games a dazzling ballet under the starlit dome that is primetime television's crown jewel. These revered superstars, with their extraordinary abilities to leap beyond mortal bounds and command the ball with mesmerizing finesse, are the heartbeats of a nation, their every move watched and celebrated by adoring fans who see them as the epitome of Spritopian excellence and spirit. The arenas, filled to the brim with the harmonious chants of unity and admiration, transform every match into an epic saga, embedding these athletes in the folklore of Spritopia as demigods of the hardwood.",,,,,,,,,,,,,,,,,,,,,Premier Talent.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/Z5tvn2PaQTTveYXl0voIWw/UkitikzYWTw3uZfcQRFcpteK6VCf5vTaZHh7qsqbQyVmjhTolv3K8soMPwmqUf0ifdZ-dju3ZAdiSM25uTWJCsmITKr-DqsTu6t1li7L7uyxqT-dy8yJGFSqmZ6KluKN7IFitvgpe0saSkDg6LpaGg/JZJNQHlTPaijS8HF2dAUAmgXELFJhUjYJIx-eK5hNZg)
Semus,Nubian,"He is a {loyal,hardworking,protective,community-minded,traditional,resilient,honorable,wise,resourceful,devoted,perseverant,crafty,shrewd,ambitious,secretive,vengeful,manipulative,cunning,greedy,coercive,duplicitous,ruthless,calculating,merciless,unforgiving,deceptive,treacherous,sly,scheming,opportunistic} member of the Semus family,{who cherishes the ancient family rituals above all,with a deep knowledge of the secret family history,who has never failed to provide for the family in times of need,with a unique talent for crafting traditional Nubian artifacts,known for his exceptional storytelling,which keeps the family legends alive,who has a sacred bond with the ancestral spirits,known to resolve family disputes with wisdom and fairness,who can navigate the complex social ties within the Nubian community,with a reputation for hosting the most memorable family gatherings,who carries the secret recipes of traditional dishes passed down through generations,with a strong sense of justice, defending the family's honor at all costs,known for his ability to mediate conflicts within the community,who has taken a vow to protect the family's legacy,with a hidden talent for singing traditional Nubian songs,who is feared for his fierce protection of family secrets,with a history of engaging in feuds with rival families for honor,known to have a dark side when it comes to avenging wrongs against the family,who has been rumored to dabble in forbidden practices for the sake of power,with a network of informants that keep him one step ahead of his enemies,known for his skill in manipulating others to his family's advantage,who has been seen making deals with questionable figures for the family's benefit,with a cunning ability to turn any situation to his family's favor,known to exploit the weaknesses of rivals mercilessly,who has a mysterious aura that intimidates those who cross him,with a collection of rare, possibly stolen, artifacts in his possession,known for his elaborate schemes to increase the family's influence,who always seems to escape unscathed from situations that would doom others,with a sharp eye for spotting and acquiring valuable items under dubious circumstances}.",2K Royals,checked,checked,"The Semus stand as a formidable lineage among the Nubian echelons, embodying the unyielding spirit of the working class with a fierce loyalty to kin that runs as deep as the Nile. Each member proudly bears the ancestral forename 'Semu,' a testament to their rich heritage, followed by a distinct surname that marks their individual path yet unites them in an unbreakable familial bond. In the heart of Nubia, the Semus navigate life's trials with a blend of tenacity and togetherness, their legacy etched in the sands of time as guardians of tradition and exemplars of resilience.",,100%,"Afro,Thick Cornrows,Thin Cornrows,Short Dreads,Tied Dreads,Medium Dreads,Dreads Tail,No Hair","Black,Dark Blonde","Beard Style 1,Beard Style 2,Beard Style 3,Beard Style 9,Beard Style 12,Beard Style 10,Beard Style 11,Beard Style 8","Goatee 1,Goatee 10,Goatee 7,Goatee 8,Goatee 14,Goatee 18,Goatee 9","Moustache 4,Moustache 3,Moustache 2",50%,Black,100%,Semu Only,,100%,B Word Last,,100%,0%,33%,Medium,checked,Semus.png (https://v5.airtableusercontent.com/v3/u/25/25/1707876000000/HA9X6K-Ee0A9LPZLczwWEw/_6Wgc4Ss6efl2Dzn0IYUuKbRf-UxHOR_tlle1xWIgd2coKcee--BO4LE8V4qkocEgMWgI7IDw2haukdrEEtWQr3eYTVuj_fGgDBpfilKA97bRULVKNNAeWDZlgmCTcK4y2kvfzzcTaRVAZSxyShqpA/Cc53jrag0JTM7gbNYSKRc3MeGmJ_MhWkZ0U3A1Bxtxk)
